train_mae_step,train_mse_step,train_pearson_r_step,train_r2_step,train_loss_step,epoch,step,val_mae,val_mse,val_pearson_r,val_r2,val_loss,train_mae,train_mse,train_pearson_r,train_r2,train_loss,test_kendall_tau,test_mae,test_mse,test_pearson_r,test_r2,test_loss
14.830852508544922,283.104736328125,0.8893759846687317,0.361907958984375,283.104736328125,0,49,,,,,,,,,,,,,,,,
5.0423173904418945,45.550025939941406,0.9527717232704163,0.8895646929740906,45.550025939941406,0,99,,,,,,,,,,,,,,,,
4.585010528564453,67.53010559082031,0.9233220219612122,0.8410311341285706,67.53010559082031,0,149,,,,,,,,,,,,,,,,
3.4669382572174072,25.04493522644043,0.9688134789466858,0.936692476272583,25.04493522644043,0,199,,,,,,,,,,,,,,,,
2.8252744674682617,13.98672103881836,0.9771429896354675,0.9545424580574036,13.98672103881836,0,249,,,,,,,,,,,,,,,,
3.4447731971740723,21.508834838867188,0.9773796796798706,0.9497408866882324,21.508834838867188,0,299,,,,,,,,,,,,,,,,
3.192276954650879,22.087867736816406,0.9747936725616455,0.9466214776039124,22.087867736816406,0,349,,,,,,,,,,,,,,,,
,,,,,0,351,2.777992010116577,16.4171142578125,0.9796953201293945,0.9587026238441467,16.41631507873535,,,,,,,,,,,
,,,,,0,351,,,,,,9.951103210449219,556.9639892578125,0.6712097525596619,-0.424530029296875,556.6861572265625,,,,,,
2.6325581073760986,21.45050811767578,0.9683118462562561,0.9372742176055908,21.45050811767578,1,399,,,,,,,,,,,,,,,,
1.8115267753601074,5.745594024658203,0.9908040165901184,0.9814174771308899,5.745594024658203,1,449,,,,,,,,,,,,,,,,
1.7243961095809937,6.136475086212158,0.9938981533050537,0.983849287033081,6.136475086212158,1,499,,,,,,,,,,,,,,,,
2.0104446411132812,10.096641540527344,0.9901666045188904,0.9760494828224182,10.096641540527344,1,549,,,,,,,,,,,,,,,,
1.338381052017212,3.3225231170654297,0.9963964819908142,0.991175651550293,3.3225231170654297,1,599,,,,,,,,,,,,,,,,
1.2835931777954102,2.8855068683624268,0.996362566947937,0.9921694993972778,2.8855068683624268,1,649,,,,,,,,,,,,,,,,
1.4883369207382202,4.1534833908081055,0.9954207539558411,0.9885573983192444,4.1534833908081055,1,699,,,,,,,,,,,,,,,,
,,,,,1,703,1.3084986209869385,3.1047608852386475,0.9962754845619202,0.9921899437904358,3.104654312133789,,,,,,,,,,,
,,,,,1,703,,,,,,2.0778253078460693,10.59431266784668,0.986498236656189,0.9729050397872925,10.590157508850098,,,,,,
1.3858410120010376,4.693721294403076,0.9955242276191711,0.9886131882667542,4.693721294403076,2,749,,,,,,,,,,,,,,,,
1.847379207611084,6.472648620605469,0.9942340850830078,0.9804825782775879,6.472648620605469,2,799,,,,,,,,,,,,,,,,
1.1483039855957031,2.507225513458252,0.9963709115982056,0.9927083849906921,2.507225513458252,2,849,,,,,,,,,,,,,,,,
1.138669490814209,2.1470162868499756,0.9968147277832031,0.9933689832687378,2.1470162868499756,2,899,,,,,,,,,,,,,,,,
1.0198074579238892,1.9263828992843628,0.9973694086074829,0.9945590496063232,1.9263828992843628,2,949,,,,,,,,,,,,,,,,
1.156373381614685,2.9970765113830566,0.9971151351928711,0.9923995137214661,2.9970765113830566,2,999,,,,,,,,,,,,,,,,
1.2932624816894531,5.26496696472168,0.9946067929267883,0.9861243367195129,5.26496696472168,2,1049,,,,,,,,,,,,,,,,
,,,,,2,1055,1.342535138130188,4.338677406311035,0.9958711266517639,0.9890860319137573,4.3384690284729,,,,,,,,,,,
,,,,,2,1055,,,,,,1.284829020500183,3.533987283706665,0.9955306053161621,0.9909612536430359,3.5350050926208496,,,,,,
2.1480090618133545,10.32784366607666,0.9929394721984863,0.9741700291633606,10.32784366607666,3,1099,,,,,,,,,,,,,,,,
1.1996746063232422,2.6033825874328613,0.9968684315681458,0.9933624863624573,2.6033825874328613,3,1149,,,,,,,,,,,,,,,,
1.3845491409301758,4.829387664794922,0.9948038458824158,0.9862571954727173,4.829387664794922,3,1199,,,,,,,,,,,,,,,,
1.0719354152679443,1.8428125381469727,0.9977788925170898,0.9954357147216797,1.8428125381469727,3,1249,,,,,,,,,,,,,,,,
0.9650200605392456,1.680537223815918,0.9981949329376221,0.9963871240615845,1.680537223815918,3,1299,,,,,,,,,,,,,,,,
0.9908312559127808,1.5381113290786743,0.9983369708061218,0.996026337146759,1.5381113290786743,3,1349,,,,,,,,,,,,,,,,
0.9865111112594604,1.658714771270752,0.9978457093238831,0.9954425692558289,1.658714771270752,3,1399,,,,,,,,,,,,,,,,
,,,,,3,1407,1.054538607597351,1.9182796478271484,0.997906506061554,0.9951745271682739,1.9182771444320679,,,,,,,,,,,
,,,,,3,1407,,,,,,1.2690339088439941,3.6654069423675537,0.9953463077545166,0.9906257390975952,3.664318799972534,,,,,,
0.9896801710128784,1.6844598054885864,0.9978423714637756,0.9949478507041931,1.6844598054885864,4,1449,,,,,,,,,,,,,,,,
1.216886043548584,4.2856340408325195,0.9956485629081726,0.9894125461578369,4.2856340408325195,4,1499,,,,,,,,,,,,,,,,
1.0193066596984863,1.7406094074249268,0.998227059841156,0.9956010580062866,1.7406094074249268,4,1549,,,,,,,,,,,,,,,,
1.134831428527832,2.9843082427978516,0.9970095753669739,0.9938715100288391,2.9843082427978516,4,1599,,,,,,,,,,,,,,,,
1.0608372688293457,1.690946340560913,0.9988040328025818,0.9959242939949036,1.690946340560913,4,1649,,,,,,,,,,,,,,,,
