train_accuracy_step,train_auroc_step,train_f1score_step,train_loss_step,epoch,step,val_accuracy,val_auroc,val_f1score,val_loss,train_accuracy,train_auroc,train_f1score,train_loss
0.69140625,0.7407678365707397,0.7106227278709412,0.6042938232421875,9,1599,,,,,,,,
0.73828125,0.7953201532363892,0.7788779139518738,0.5512152910232544,9,1649,,,,,,,,
0.65625,0.747519850730896,0.7161290049552917,0.5809097290039062,9,1699,,,,,,,,
,,,,9,1739,0.6900521516799927,0.7673841118812561,0.7262037396430969,0.5839521288871765,,,,
,,,,9,1739,,,,,0.6877571940422058,0.7526732683181763,0.7262620329856873,0.5926279425621033
0.65625,0.7212854623794556,0.65625,0.618973970413208,10,1749,,,,,,,,
0.6171875,0.731034517288208,0.6343283653259277,0.6280596256256104,10,1799,,,,,,,,
0.71875,0.7876160740852356,0.7352941036224365,0.5722167491912842,10,1849,,,,,,,,
0.65234375,0.7436273097991943,0.6920415163040161,0.6227903366088867,10,1899,,,,,,,,
,,,,10,1913,0.6995862722396851,0.770533561706543,0.7312520146369934,0.5765634775161743,,,,
,,,,10,1913,,,,,0.6869252324104309,0.7542879581451416,0.7241242527961731,0.5906628966331482
0.6484375,0.7490032315254211,0.7096773982048035,0.5967674255371094,11,1949,,,,,,,,
0.71484375,0.7629560232162476,0.7697160840034485,0.5768047571182251,11,1999,,,,,,,,
0.6875,0.7313991189002991,0.7058823704719543,0.6084322929382324,11,2049,,,,,,,,
,,,,11,2087,0.6553336977958679,0.7783612608909607,0.7387509942054749,0.6060450673103333,,,,
,,,,11,2087,,,,,0.6883417367935181,0.7560166120529175,0.7247562408447266,0.5890380144119263
0.64453125,0.711585521697998,0.6513410210609436,0.6318352222442627,12,2099,,,,,,,,
0.69921875,0.7661764621734619,0.7458745837211609,0.5846554040908813,12,2149,,,,,,,,
0.703125,0.7508434057235718,0.7246376872062683,0.596430242061615,12,2199,,,,,,,,
0.6953125,0.7551144957542419,0.7234042286872864,0.5914403200149536,12,2249,,,,,,,,
,,,,12,2261,0.6898722648620605,0.7622195482254028,0.6890332102775574,0.5889238119125366,,,,
,,,,12,2261,,,,,0.6970207691192627,0.7630420923233032,0.7307745814323425,0.5837081074714661
0.66015625,0.7712258100509644,0.7220447063446045,0.6288049221038818,13,2299,,,,,,,,
0.66015625,0.7167279720306396,0.7070707082748413,0.6200103163719177,13,2349,,,,,,,,
0.6484375,0.7384615540504456,0.6538461446762085,0.6034148931503296,13,2399,,,,,,,,
,,,,13,2435,0.7101996541023254,0.7814793586730957,0.7468971014022827,0.5688519477844238,,,,
,,,,13,2435,,,,,0.6981450319290161,0.7655643224716187,0.7316556572914124,0.5810407400131226
0.7109375,0.7813606262207031,0.7784430980682373,0.5647069215774536,14,2449,,,,,,,,
0.6953125,0.7770748734474182,0.7562500238418579,0.5630531907081604,14,2499,,,,,,,,
0.6953125,0.7788848280906677,0.7272727489471436,0.5638109445571899,14,2549,,,,,,,,
0.734375,0.7867790460586548,0.7571428418159485,0.5686221122741699,14,2599,,,,,,,,
,,,,14,2609,0.7123583555221558,0.7825578451156616,0.743955135345459,0.564601480960846,,,,
,,,,14,2609,,,,,0.7000112533569336,0.7683570981025696,0.732292652130127,0.5788146257400513
0.69921875,0.7496911287307739,0.7200000286102295,0.6010863780975342,15,2649,,,,,,,,
0.69921875,0.7644960880279541,0.7458745837211609,0.5719199776649475,15,2699,,,,,,,,
0.71484375,0.7822916507720947,0.7525423765182495,0.562231183052063,15,2749,,,,,,,,
,,,,15,2783,0.7107393145561218,0.7779879570007324,0.73128342628479,0.5734442472457886,,,,
,,,,15,2783,,,,,0.7042608261108398,0.7718417644500732,0.7362595200538635,0.5754980444908142
0.73046875,0.8265687227249146,0.7692307829856873,0.5329239964485168,16,2799,,,,,,,,
0.70703125,0.8177458047866821,0.701195240020752,0.53467857837677,16,2849,,,,,,,,
0.734375,0.8235258460044861,0.7622377872467041,0.5454362630844116,16,2899,,,,,,,,
0.671875,0.7407068014144897,0.7021276354789734,0.5994911193847656,16,2949,,,,,,,,
,,,,16,2957,0.7132577896118164,0.7854984402656555,0.7275213599205017,0.5671056509017944,,,,
,,,,16,2957,,,,,0.7043057680130005,0.772445559501648,0.735152542591095,0.5749900341033936
0.703125,0.7872326970100403,0.7246376872062683,0.5711759924888611,17,2999,,,,,,,,
0.72265625,0.7699779272079468,0.7672131061553955,0.5788611769676208,17,3049,,,,,,,,
0.6640625,0.7487685084342957,0.6666666865348816,0.6142261028289795,17,3099,,,,,,,,
,,,,17,3131,0.7039035558700562,0.789288341999054,0.7538875341415405,0.5686064958572388,,,,
,,,,17,3131,,,,,0.7115233540534973,0.7786561250686646,0.7410486936569214,0.5690104365348816
0.69140625,0.7687327861785889,0.7409836053848267,0.5939897298812866,18,3149,,,,,,,,
0.7578125,0.8240604400634766,0.7753623127937317,0.5287100672721863,18,3199,,,,,,,,
0.73828125,0.8346553444862366,0.769759476184845,0.5150217413902283,18,3249,,,,,,,,
0.671875,0.7502462863922119,0.6978417038917542,0.5840764045715332,18,3299,,,,,,,,
,,,,18,3305,0.6853750944137573,0.7883654832839966,0.7497496008872986,0.5836665630340576,,,,
,,,,18,3305,,,,,0.7118381261825562,0.7800252437591553,0.7403880953788757,0.5675000548362732
0.7109375,0.7667950391769409,0.7299270033836365,0.606286883354187,19,3349,,,,,,,,
0.72265625,0.7547690272331238,0.7455196976661682,0.5821552276611328,19,3399,,,,,,,,
0.65625,0.7592467665672302,0.6535432934761047,0.5813048481941223,19,3449,,,,,,,,
,,,,19,3479,0.7094801068305969,0.7908064126968384,0.7503477931022644,0.5601031184196472,,,,
,,,,19,3479,,,,,0.7147161364555359,0.7824496030807495,0.7430850863456726,0.5658158659934998
0.7734375,0.8077089786529541,0.8027210831642151,0.5337300300598145,20,3499,,,,,,,,
0.69921875,0.7798937559127808,0.7072243094444275,0.5779004096984863,20,3549,,,,,,,,
0.6953125,0.7557918429374695,0.7310344576835632,0.5896557569503784,20,3599,,,,,,,,
0.68359375,0.7592864632606506,0.7216494679450989,0.588571310043335,20,3649,,,,,,,,
,,,,20,3653,0.7148767709732056,0.7937518358230591,0.7498816251754761,0.5570133328437805,,,,
,,,,20,3653,,,,,0.7160202264785767,0.7832649350166321,0.7432196140289307,0.5647062659263611
0.75,0.7971357107162476,0.7852349281311035,0.5577208995819092,21,3699,,,,,,,,
0.765625,0.8218559622764587,0.7887324094772339,0.5356758236885071,21,3749,,,,,,,,
0.7109375,0.7825738787651062,0.7238805890083313,0.5761438012123108,21,3799,,,,,,,,
,,,,21,3827,0.7229717373847961,0.7933306694030762,0.7390714883804321,0.5532394647598267,,,,
,,,,21,3827,,,,,0.7227656245231628,0.7889906167984009,0.7493188977241516,0.5598662495613098
0.6953125,0.7682234048843384,0.6953125,0.6020033359527588,22,3849,,,,,,,,
0.64453125,0.7479614615440369,0.6513410210609436,0.6003706455230713,22,3899,,,,,,,,
0.69921875,0.7412377595901489,0.6932271122932434,0.6269083619117737,22,3949,,,,,,,,
0.71875,0.7778187394142151,0.7599999904632568,0.5855094790458679,22,3999,,,,,,,,
,,,,22,4001,0.7146968841552734,0.7907625436782837,0.7050948143005371,0.5712566375732422,,,,
,,,,22,4001,,,,,0.7217763066291809,0.789638876914978,0.7477988004684448,0.5587561130523682
0.71875,0.7867263555526733,0.6538461446762085,0.5586552023887634,23,4049,,,,,,,,
0.6953125,0.7733579874038696,0.7214285731315613,0.5777177214622498,23,4099,,,,,,,,
0.69140625,0.775291919708252,0.6721991896629333,0.5921436548233032,23,4149,,,,,,,,
,,,,23,4175,0.703723669052124,0.8050130605697632,0.7602270841598511,0.5653582811355591,,,,
,,,,23,4175,,,,,0.7263631224632263,0.7932478189468384,0.7510534524917603,0.5554733872413635
0.72265625,0.78277587890625,0.7237353920936584,0.5717654228210449,24,4199,,,,,,,,
0.69921875,0.7661901712417603,0.6980392336845398,0.5787875652313232,24,4249,,,,,,,,
0.69140625,0.7968167066574097,0.6519823670387268,0.5798339247703552,24,4299,,,,,,,,
0.6791443824768066,0.7796552181243896,0.7368420958518982,0.5591104626655579,24,4349,,,,,,,,
,,,,24,4349,0.7260298728942871,0.8027276992797852,0.7608729600906372,0.545540988445282,,,,
,,,,24,4349,,,,,0.7237774133682251,0.7926853895187378,0.7487370371818542,0.5556114315986633
0.671875,0.7467496395111084,0.6744186282157898,0.5953730344772339,25,4399,,,,,,,,
0.6484375,0.764346718788147,0.6979866027832031,0.6042342185974121,25,4449,,,,,,,,
0.7578125,0.7947262525558472,0.732758641242981,0.5726892948150635,25,4499,,,,,,,,
,,,,25,4523,0.7335851788520813,0.8073596954345703,0.7404941320419312,0.5441310405731201,,,,
,,,,25,4523,,,,,0.7316694855690002,0.7983384132385254,0.7555209398269653,0.5497105717658997
0.765625,0.8362540602684021,0.7457627058029175,0.5134825110435486,26,4549,,,,,,,,
0.72265625,0.8141120076179504,0.7029288411140442,0.5609980821609497,26,4599,,,,,,,,
0.75,0.8189947605133057,0.7730496525764465,0.527940034866333,26,4649,,,,,,,,
,,,,26,4697,0.7366432547569275,0.8095764517784119,0.7685009241104126,0.5390525460243225,,,,
,,,,26,4697,,,,,0.7358291149139404,0.8026434779167175,0.758514404296875,0.5450494885444641
0.78125,0.860927939414978,0.7910447716712952,0.4904240071773529,27,4699,,,,,,,,
0.7578125,0.7962522506713867,0.7350427508354187,0.5654481053352356,27,4749,,,,,,,,
0.75,0.8044688701629639,0.7611940503120422,0.5443240404129028,27,4799,,,,,,,,
0.75390625,0.8333128094673157,0.7789473533630371,0.5128880143165588,27,4849,,,,,,,,
,,,,27,4871,0.7346644997596741,0.8050224781036377,0.7494479417800903,0.5404025912284851,,,,
,,,,27,4871,,,,,0.7340078949928284,0.801734209060669,0.756403923034668,0.5456803441047668
0.7734375,0.8122134804725647,0.7819548845291138,0.5339657068252563,28,4899,,,,,,,,
0.7265625,0.7887887954711914,0.761904776096344,0.556285560131073,28,4949,,,,,,,,
0.77734375,0.8728005886077881,0.7782101035118103,0.4791257381439209,28,4999,,,,,,,,
,,,,28,5045,0.7352041602134705,0.8072723150253296,0.7661264538764954,0.5396855473518372,,,,
,,,,28,5045,,,,,0.7397414445877075,0.8072605729103088,0.7611382603645325,0.5397445559501648
0.765625,0.8241470456123352,0.779411792755127,0.5188900232315063,29,5049,,,,,,,,
0.765625,0.8605872392654419,0.7761194109916687,0.4854823052883148,29,5099,,,,,,,,
0.73828125,0.8302578330039978,0.7951070070266724,0.5302993059158325,29,5149,,,,,,,,
0.77734375,0.833343505859375,0.791208803653717,0.5208084583282471,29,5199,,,,,,,,
,,,,29,5219,0.7413203716278076,0.812674880027771,0.767389178276062,0.5315910577774048,,,,
,,,,29,5219,,,,,0.7391343712806702,0.8063280582427979,0.7606354355812073,0.5403118133544922
0.765625,0.852124810218811,0.7945205569267273,0.49350547790527344,30,5249,,,,,,,,
0.75,0.8145954012870789,0.748031497001648,0.5411297082901001,30,5299,,,,,,,,
0.6875,0.7422314882278442,0.6610169410705566,0.606160044670105,30,5349,,,,,,,,
,,,,30,5393,0.7438388466835022,0.8153544664382935,0.7656353116035461,0.5281303524971008,,,,
,,,,30,5393,,,,,0.7420797944068909,0.8085799217224121,0.7626476883888245,0.5379281640052795
0.71484375,0.808582067489624,0.7181467413902283,0.5311240553855896,31,5399,,,,,,,,
0.75,0.8368430733680725,0.7866666913032532,0.5471889972686768,31,5449,,,,,,,,
0.75390625,0.8083333373069763,0.7789473533630371,0.5426639318466187,31,5499,,,,,,,,
0.72265625,0.8146098852157593,0.7508772015571594,0.5217950940132141,31,5549,,,,,,,,
,,,,31,5567,0.7406008243560791,0.8173999786376953,0.7739103436470032,0.5321281552314758,,,,
,,,,31,5567,,,,,0.7419899106025696,0.8091979026794434,0.7622205018997192,0.5370660424232483
0.7890625,0.8501957654953003,0.8175675868988037,0.501973032951355,32,5599,,,,,,,,
0.7265625,0.800220251083374,0.7569444179534912,0.5576428174972534,32,5649,,,,,,,,
0.72265625,0.7802857756614685,0.730038046836853,0.5744973421096802,32,5699,,,,,,,,
,,,,32,5741,0.7398812770843506,0.8149245977401733,0.772855818271637,0.5338279008865356,,,,
,,,,32,5741,,,,,0.7389994263648987,0.8094034194946289,0.759648859500885,0.5368563532829285
0.73828125,0.803297758102417,0.7452471256256104,0.5559123158454895,33,5749,,,,,,,,
0.7890625,0.8574656248092651,0.7711864113807678,0.5025022029876709,33,5799,,,,,,,,
0.75,0.8170664310455322,0.7714285850524902,0.5411335825920105,33,5849,,,,,,,,
0.78125,0.8490232229232788,0.7878788113594055,0.49510806798934937,33,5899,,,,,,,,
,,,,33,5915,0.7335851788520813,0.8102024793624878,0.7687021493911743,0.5409227013587952,,,,
,,,,33,5915,,,,,0.7436537146568298,0.8109709024429321,0.7638224363327026,0.5348559021949768
0.76171875,0.842850923538208,0.7903780341148376,0.4972321689128876,34,5949,,,,,,,,
0.70703125,0.7803655862808228,0.6808510422706604,0.5579941272735596,34,5999,,,,,,,,
0.75390625,0.8385573029518127,0.7640449404716492,0.5072675943374634,34,6049,,,,,,,,
,,,,34,6089,0.7497751116752625,0.819538950920105,0.7677408456802368,0.5229119658470154,,,,
,,,,34,6089,,,,,0.7457222938537598,0.8140403628349304,0.7653101682662964,0.5314812660217285
0.69140625,0.7830067873001099,0.6666666865348816,0.5814346075057983,35,6099,,,,,,,,
0.73828125,0.8119314312934875,0.7372549176216125,0.5595849752426147,35,6149,,,,,,,,
0.75390625,0.8502964973449707,0.7548637986183167,0.49945080280303955,35,6199,,,,,,,,
0.7421875,0.8511145114898682,0.7518796920776367,0.49170780181884766,35,6249,,,,,,,,
,,,,35,6263,0.6990466117858887,0.8156960606575012,0.6572423577308655,0.5705174803733826,,,,
,,,,35,6263,,,,,0.7481731176376343,0.8170259594917297,0.7672195434570312,0.5281386375427246
0.72265625,0.8267189860343933,0.7593220472335815,0.5237513780593872,36,6299,,,,,,,,
0.7109375,0.815166175365448,0.7318840622901917,0.5296586751937866,36,6349,,,,,,,,
0.7734375,0.836805522441864,0.8104575276374817,0.5022590756416321,36,6399,,,,,,,,
,,,,36,6437,0.7517539262771606,0.8188753128051758,0.7609147429466248,0.5260131359100342,,,,
,,,,36,6437,,,,,0.7441483736038208,0.8115202188491821,0.7634844183921814,0.5343353152275085
0.765625,0.8281134366989136,0.8039215803146362,0.523584246635437,37,6449,,,,,,,,
0.75,0.8056932687759399,0.7629629373550415,0.550205647945404,37,6499,,,,,,,,
0.76171875,0.8402726650238037,0.8038585186004639,0.5239983201026917,37,6549,,,,,,,,
0.76171875,0.8456507325172424,0.7644787430763245,0.502103328704834,37,6599,,,,,,,,
,,,,37,6611,0.7504947185516357,0.8225640058517456,0.7631084322929382,0.5192335247993469,,,,
,,,,37,6611,,,,,0.7499493956565857,0.8186671733856201,0.7686643004417419,0.525876522064209
0.75390625,0.7969924807548523,0.7725631594657898,0.5557494163513184,38,6649,,,,,,,,
0.72265625,0.7946275472640991,0.6926407217979431,0.558336615562439,38,6699,,,,,,,,
0.74609375,0.7883122563362122,0.7636363506317139,0.5603160858154297,38,6749,,,,,,,,
,,,,38,6785,0.7531930208206177,0.8193802833557129,0.7724709510803223,0.5238340497016907,,,,
,,,,38,6785,,,,,0.7515683174133301,0.8197157979011536,0.7696061134338379,0.5248488187789917
0.76953125,0.8337306976318359,0.763052225112915,0.5132876038551331,39,6799,,,,,,,,
0.765625,0.838107705116272,0.782608687877655,0.5154056549072266,39,6849,,,,,,,,
0.76953125,0.8307200074195862,0.7915194630622864,0.5115002393722534,39,6899,,,,,,,,
0.76953125,0.831468939781189,0.7667984366416931,0.5245753526687622,39,6949,,,,,,,,
,,,,39,6959,0.7400611639022827,0.8110552430152893,0.7651551961898804,0.5314285159111023,,,,
,,,,39,6959,,,,,0.7514333724975586,0.8195762634277344,0.7698553204536438,0.5248052477836609
0.76953125,0.8397163152694702,0.7722007632255554,0.5220925211906433,40,6999,,,,,,,,
0.78515625,0.8390931487083435,0.8109965920448303,0.5032570362091064,40,7049,,,,,,,,
0.71484375,0.8159824013710022,0.7203065156936646,0.5205922722816467,40,7099,,,,,,,,
,,,,40,7133,0.7551717758178711,0.8285822868347168,0.7706823945045471,0.5145215392112732,,,,
,,,,40,7133,,,,,0.7480831742286682,0.8165183067321777,0.7660471796989441,0.5278933644294739
0.7109375,0.8016775250434875,0.73758864402771,0.5414427518844604,41,7149,,,,,,,,
0.703125,0.79718017578125,0.7142857313156128,0.5468166470527649,41,7199,,,,,,,,
0.69921875,0.7905026078224182,0.6857143044471741,0.5544506311416626,41,7249,,,,,,,,
0.76171875,0.8374043703079224,0.7959865927696228,0.5238940715789795,41,7299,,,,,,,,
,,,,41,7307,0.7483360171318054,0.8240328431129456,0.7805490493774414,0.5235038995742798,,,,
,,,,41,7307,,,,,0.7513659596443176,0.8203483819961548,0.7696825861930847,0.5232315063476562
0.78515625,0.8195812702178955,0.8148148059844971,0.5315828323364258,42,7349,,,,,,,,
0.77734375,0.8287276029586792,0.800000011920929,0.5128394365310669,42,7399,,,,,,,,
0.75390625,0.8468964099884033,0.7773851752281189,0.49370235204696655,42,7449,,,,,,,,
,,,,42,7481,0.7490555644035339,0.8237254619598389,0.7743083834648132,0.5219670534133911,,,,
,,,,42,7481,,,,,0.7539066672325134,0.8215107917785645,0.7707997560501099,0.5221121907234192
0.74609375,0.8183263540267944,0.7653429508209229,0.5247954726219177,43,7499,,,,,,,,
0.7265625,0.8396000266075134,0.7154471278190613,0.5166571736335754,43,7549,,,,,,,,
0.71484375,0.8274725675582886,0.7525423765182495,0.5367643237113953,43,7599,,,,,,,,
0.74609375,0.8380952477455139,0.7653429508209229,0.5080028772354126,43,7649,,,,,,,,
,,,,43,7655,0.7542723417282104,0.828466534614563,0.7729388475418091,0.5116630792617798,,,,
,,,,43,7655,,,,,0.7529398798942566,0.8223512172698975,0.7701640129089355,0.5208390355110168
0.78125,0.8637315034866333,0.8082191944122314,0.48021411895751953,44,7699,,,,,,,,
0.78515625,0.8581806421279907,0.8014440536499023,0.49832218885421753,44,7749,,,,,,,,
0.7734375,0.8465529680252075,0.8027210831642151,0.48408931493759155,44,7799,,,,,,,,
,,,,44,7829,0.7504947185516357,0.8286464214324951,0.783315122127533,0.5226790308952332,,,,
,,,,44,7829,,,,,0.7546486854553223,0.8218809366226196,0.7721349596977234,0.5218950510025024
0.8046875,0.857045590877533,0.8376623392105103,0.4704863727092743,45,7849,,,,,,,,
0.73046875,0.8327192068099976,0.701298713684082,0.5094804763793945,45,7899,,,,,,,,
0.76171875,0.8348071575164795,0.778181791305542,0.503248929977417,45,7949,,,,,,,,
0.75390625,0.8211020827293396,0.7725631594657898,0.5224059820175171,45,7999,,,,,,,,
,,,,45,8003,0.7546321153640747,0.8246383666992188,0.7630298733711243,0.5185601711273193,,,,
,,,,45,8003,,,,,0.7575491666793823,0.8262056112289429,0.7746169567108154,0.5162714123725891
0.78515625,0.8275669813156128,0.8070175647735596,0.514947772026062,46,8049,,,,,,,,
0.796875,0.8553249835968018,0.8255033493041992,0.47794121503829956,46,8099,,,,,,,,
0.7265625,0.839228630065918,0.7552447319030762,0.4911411702632904,46,8149,,,,,,,,
,,,,46,8177,0.7551717758178711,0.8340564370155334,0.7855004072189331,0.5102658271789551,,,,
,,,,46,8177,,,,,0.7618886828422546,0.8291445970535278,0.7783684134483337,0.5121843218803406
0.76953125,0.8535940647125244,0.7972508668899536,0.4900406301021576,47,8199,,,,,,,,
0.6875,0.7849600315093994,0.7333333492279053,0.5928375124931335,47,8249,,,,,,,,
0.73828125,0.8062375783920288,0.759856641292572,0.5385338068008423,47,8299,,,,,,,,
0.7421875,0.8305560350418091,0.753731369972229,0.5162737369537354,47,8349,,,,,,,,
,,,,47,8351,0.7551717758178711,0.8277557492256165,0.7644106149673462,0.5163573622703552,,,,
,,,,47,8351,,,,,0.7608094215393066,0.8281646966934204,0.7774849534034729,0.5138523578643799
0.77734375,0.8791450262069702,0.7729083895683289,0.46626782417297363,48,8399,,,,,,,,
0.72265625,0.8083638548851013,0.7215686440467834,0.5420104265213013,48,8449,,,,,,,,
0.82421875,0.8985267877578735,0.8351648449897766,0.4335649907588959,48,8499,,,,,,,,
,,,,48,8525,0.7510343790054321,0.8233858346939087,0.7783471941947937,0.5217311382293701,,,,
,,,,48,8525,,,,,0.7603597640991211,0.8273532390594482,0.7765805721282959,0.5147464275360107
0.76953125,0.8189587593078613,0.7822878360748291,0.5304861068725586,49,8549,,,,,,,,
0.7421875,0.8131303787231445,0.7317073345184326,0.5271978378295898,49,8599,,,,,,,,
0.7265625,0.7883358597755432,0.7535211443901062,0.5783169269561768,49,8649,,,,,,,,
0.7433155179023743,0.8211973905563354,0.7599999904632568,0.5156005620956421,49,8699,,,,,,,,
,,,,49,8699,0.7636265754699707,0.8337385654449463,0.7750770449638367,0.5081075429916382,,,,
,,,,49,8699,,,,,0.7636424899101257,0.8310701847076416,0.7798994779586792,0.5102719664573669
0.80078125,0.8411865234375,0.800000011920929,0.4999634027481079,50,8749,,,,,,,,
0.75390625,0.8430361151695251,0.7773851752281189,0.4909539222717285,50,8799,,,,,,,,
0.796875,0.8660648465156555,0.8219178318977356,0.47413739562034607,50,8849,,,,,,,,
,,,,50,8873,0.7517539262771606,0.8247354030609131,0.7523331046104431,0.5242629647254944,,,,
,,,,50,8873,,,,,0.7600224614143372,0.8286402821540833,0.7763270735740662,0.5129337310791016
0.73828125,0.8177955746650696,0.7452471256256104,0.5382555723190308,51,8899,,,,,,,,
0.734375,0.8007328510284424,0.746268630027771,0.5483016967773438,51,8949,,,,,,,,
0.734375,0.8235257863998413,0.75,0.5101286172866821,51,8999,,,,,,,,
,,,,51,9047,0.7456377148628235,0.8314107656478882,0.7817901372909546,0.525179386138916,,,,
,,,,51,9047,,,,,0.76400226354599,0.8320960998535156,0.7800226211547852,0.5087600350379944
0.73046875,0.8149014711380005,0.7676767706871033,0.5377978086471558,52,9049,,,,,,,,
0.75,0.8235872387886047,0.7880794405937195,0.5156295299530029,52,9099,,,,,,,,
0.71875,0.7846764326095581,0.7428571581840515,0.5664610266685486,52,9149,,,,,,,,
0.7421875,0.7916972041130066,0.7642857432365417,0.5758591890335083,52,9199,,,,,,,,
,,,,52,9221,0.7593092322349548,0.8304708003997803,0.7706547975540161,0.5092037320137024,,,,
,,,,52,9221,,,,,0.7625856995582581,0.8312674760818481,0.7786790728569031,0.5095309615135193
0.734375,0.811108410358429,0.7655172348022461,0.5516237020492554,53,9249,,,,,,,,
0.79296875,0.8806044459342957,0.8014981150627136,0.46002358198165894,53,9299,,,,,,,,
0.73046875,0.813003659248352,0.7661017179489136,0.5852212905883789,53,9349,,,,,,,,
,,,,53,9395,0.759489119052887,0.8400248885154724,0.7878114581108093,0.5037184953689575,,,,
,,,,53,9395,,,,,0.763080358505249,0.8312200903892517,0.7792327404022217,0.5098286867141724
0.76953125,0.849815309047699,0.7885304689407349,0.4900236427783966,54,9399,,,,,,,,
0.78125,0.8637281656265259,0.774193525314331,0.4729496240615845,54,9449,,,,,,,,
