train_mae_step,train_mse_step,train_pearson_r_step,train_r2_step,train_loss_step,epoch,step,val_mae,val_mse,val_pearson_r,val_r2,val_loss,train_mae,train_mse,train_pearson_r,train_r2,train_loss,test_kendall_tau,test_mae,test_mse,test_pearson_r,test_r2,test_loss
14.727823257446289,306.24822998046875,0.5084936022758484,0.0852128267288208,306.24822998046875,0,49,,,,,,,,,,,,,,,,
12.707124710083008,283.4856262207031,0.5630094408988953,0.30214226245880127,283.4856262207031,0,99,,,,,,,,,,,,,,,,
13.2451753616333,290.28045654296875,0.5821309685707092,0.3120838403701782,290.28045654296875,0,149,,,,,,,,,,,,,,,,
12.063187599182129,252.13670349121094,0.5769044756889343,0.3242496848106384,252.13670349121094,0,199,,,,,,,,,,,,,,,,
13.873631477355957,328.1174621582031,0.6572837829589844,0.3877089023590088,328.1174621582031,0,249,,,,,,,,,,,,,,,,
13.607887268066406,309.9666748046875,0.5013272166252136,0.24994003772735596,309.9666748046875,0,299,,,,,,,,,,,,,,,,
11.055709838867188,195.5127716064453,0.668817400932312,0.43982911109924316,195.5127716064453,0,349,,,,,,,,,,,,,,,,
,,,,,0,351,12.412538528442383,262.8896484375,0.5849238634109497,0.3386993408203125,262.8853759765625,,,,,,,,,,,
,,,,,0,351,,,,,,22.20110511779785,1497.77880859375,0.16763319075107574,-2.8308517932891846,1497.119873046875,,,,,,
12.236034393310547,239.99072265625,0.6389539241790771,0.39833980798721313,239.99072265625,1,399,,,,,,,,,,,,,,,,
12.845968246459961,257.7283630371094,0.5881707072257996,0.3441048264503479,257.7283630371094,1,449,,,,,,,,,,,,,,,,
11.901518821716309,232.0955810546875,0.5104035139083862,0.25959861278533936,232.0955810546875,1,499,,,,,,,,,,,,,,,,
12.55595588684082,261.19219970703125,0.600669801235199,0.35281509160995483,261.19219970703125,1,549,,,,,,,,,,,,,,,,
12.188371658325195,242.29656982421875,0.5459778308868408,0.29136860370635986,242.29656982421875,1,599,,,,,,,,,,,,,,,,
12.983739852905273,302.8182373046875,0.5445463061332703,0.2854275107383728,302.8182373046875,1,649,,,,,,,,,,,,,,,,
13.339144706726074,289.8104248046875,0.4761531949043274,0.2216140627861023,289.8104248046875,1,699,,,,,,,,,,,,,,,,
,,,,,1,703,12.393340110778809,262.50927734375,0.5861228704452515,0.33965611457824707,262.50494384765625,,,,,,,,,,,
,,,,,1,703,,,,,,12.485112190246582,262.88946533203125,0.5725520253181458,0.3276594877243042,262.88702392578125,,,,,,
12.251776695251465,272.5930480957031,0.6036630272865295,0.3383067846298218,272.5930480957031,2,749,,,,,,,,,,,,,,,,
14.051542282104492,420.74749755859375,0.4874059557914734,0.16800469160079956,420.74749755859375,2,799,,,,,,,,,,,,,,,,
12.158708572387695,239.56224060058594,0.5798640251159668,0.33258312940597534,239.56224060058594,2,849,,,,,,,,,,,,,,,,
12.82058048248291,294.89678955078125,0.5455150604248047,0.28690844774246216,294.89678955078125,2,899,,,,,,,,,,,,,,,,
12.341680526733398,257.404541015625,0.47833165526390076,0.22180551290512085,257.404541015625,2,949,,,,,,,,,,,,,,,,
12.072246551513672,236.97866821289062,0.5163173675537109,0.26620012521743774,236.97866821289062,2,999,,,,,,,,,,,,,,,,
11.960122108459473,212.41746520996094,0.6492588520050049,0.3991716504096985,212.41746520996094,2,1049,,,,,,,,,,,,,,,,
,,,,,2,1055,12.3858060836792,261.69134521484375,0.5878463387489319,0.3417136073112488,261.687255859375,,,,,,,,,,,
,,,,,2,1055,,,,,,12.48200798034668,262.562255859375,0.5733409523963928,0.32851582765579224,262.5604553222656,,,,,,
13.412919998168945,282.4168701171875,0.5250530242919922,0.27510637044906616,282.4168701171875,3,1099,,,,,,,,,,,,,,,,
12.739604949951172,288.64898681640625,0.5081964731216431,0.1805928349494934,288.64898681640625,3,1149,,,,,,,,,,,,,,,,
12.548561096191406,262.82098388671875,0.41956648230552673,0.15577536821365356,262.82098388671875,3,1199,,,,,,,,,,,,,,,,
11.758928298950195,250.95045471191406,0.5342563986778259,0.2677781581878662,250.95045471191406,3,1249,,,,,,,,,,,,,,,,
12.390779495239258,250.36180114746094,0.5663174390792847,0.30416548252105713,250.36180114746094,3,1299,,,,,,,,,,,,,,,,
12.347756385803223,264.49652099609375,0.585229754447937,0.3391491174697876,264.49652099609375,3,1349,,,,,,,,,,,,,,,,
13.635828018188477,339.09429931640625,0.5072534680366516,0.22715270519256592,339.09429931640625,3,1399,,,,,,,,,,,,,,,,
,,,,,3,1407,12.329585075378418,261.7256774902344,0.5902237892150879,0.34162724018096924,261.7216491699219,,,,,,,,,,,
,,,,,3,1407,,,,,,12.4863862991333,262.29534912109375,0.5739209055900574,0.32916921377182007,262.2912292480469,,,,,,
12.393892288208008,267.4078369140625,0.6107224822044373,0.36583906412124634,267.4078369140625,4,1449,,,,,,,,,,,,,,,,
11.915580749511719,238.7129364013672,0.5342602133750916,0.2761004567146301,238.7129364013672,4,1499,,,,,,,,,,,,,,,,
13.085573196411133,265.5773620605469,0.5143613219261169,0.25897639989852905,265.5773620605469,4,1549,,,,,,,,,,,,,,,,
12.333335876464844,262.25030517578125,0.49541881680488586,0.23478567600250244,262.25030517578125,4,1599,,,,,,,,,,,,,,,,
